module,variant,max_rouge_l,mean_len_ratio,mean_rouge_l,min_rouge_l,num_samples,p10,p25,p50,p75,p90,std_rouge_l
A2,default,0.4696969696969697,1.4610729186770723,0.23750155062916228,0.0,20,0.10486590038314177,0.17938931297709923,0.21054836412383227,0.316703216374269,0.4179773267016176,0.12079162243622495
